step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
47,TRANSFER,13172.17,C1669581327,13172.17,0,C1697995801,0,0,1,0
47,CASH_OUT,13172.17,C11443462,13172.17,0,C1334228384,0,13172.17,1,0
47,TRANSFER,61487.67,C825902720,61487.67,0,C512979582,0,0,1,0
47,CASH_OUT,61487.67,C2064498880,61487.67,0,C1457751793,0,61487.67,1,0
47,TRANSFER,156011.24,C1496997212,156011.24,0,C1588957214,0,0,1,0
47,CASH_OUT,156011.24,C877302181,156011.24,0,C2044342029,152239.96,308251.2,1,0
47,TRANSFER,36532.84,C905922907,36532.84,0,C2062739315,0,0,1,0
47,CASH_OUT,36532.84,C1588509166,36532.84,0,C1486240719,0,36532.84,1,0
47,TRANSFER,827921.27,C1767277816,827921.27,0,C1835346647,0,0,1,0
47,CASH_OUT,827921.27,C1304293347,827921.27,0,C957732076,1025081.63,1853002.91,1,0
47,TRANSFER,667043.9,C1221718544,667043.9,0,C29028630,0,0,1,0
47,CASH_OUT,667043.9,C1676208609,667043.9,0,C1263000252,104132.27,771176.17,1,0
47,TRANSFER,202978.65,C1932446672,0,0,C966173999,2122336.55,2325315.19,1,0
47,TRANSFER,1388951.5,C1186930189,1388951.5,0,C2069118895,0,0,1,0
47,CASH_OUT,1388951.5,C1476504573,1388951.5,0,C598780092,459273.45,1848224.95,1,0
48,TRANSFER,1215297.01,C22070941,1215297.01,0,C1908319524,0,0,1,0
48,CASH_OUT,1215297.01,C274359236,1215297.01,0,C1653022223,2497294.92,3712591.93,1,0
48,TRANSFER,337974.21,C2029593206,337974.21,0,C1780194403,0,0,1,0
48,CASH_OUT,337974.21,C1171102344,337974.21,0,C1505545472,0,337974.21,1,0
48,TRANSFER,147267.01,C1261933788,147267.01,0,C1058127621,0,0,1,0
48,CASH_OUT,147267.01,C1556029086,147267.01,0,C1479614331,107418,64210.56,1,0
48,TRANSFER,561374.78,C796147836,561374.78,0,C723898004,0,0,1,0
48,CASH_OUT,561374.78,C442133026,561374.78,0,C952759841,5726683.53,6288058.31,1,0
48,TRANSFER,5489302.04,C806769154,5489302.04,0,C519182481,0,0,1,0
48,CASH_OUT,5489302.04,C123757418,5489302.04,0,C346649476,1356390.81,6845692.85,1,0
49,TRANSFER,1021129.67,C1545338291,1021129.67,0,C372035143,0,0,1,0
49,CASH_OUT,1021129.67,C771564749,1021129.67,0,C2126217921,86245.92,1107375.59,1,0
49,TRANSFER,114017.19,C1785967281,114017.19,0,C68578357,0,0,1,0
49,CASH_OUT,114017.19,C305323219,114017.19,0,C1508275623,2822872.88,2936890.07,1,0
50,TRANSFER,112668.54,C994276793,112668.54,0,C670042954,0,0,1,0
50,CASH_OUT,112668.54,C1673728989,112668.54,0,C487582896,0,112668.54,1,0
50,TRANSFER,967153.5,C850743663,967153.5,0,C1137540009,0,0,1,0
50,CASH_OUT,967153.5,C1815828420,967153.5,0,C917661354,183670.2,1150823.7,1,0
50,TRANSFER,592737.43,C30736240,592737.43,0,C725738949,0,0,1,0
50,CASH_OUT,592737.43,C300034494,592737.43,0,C206270107,163646.39,756383.82,1,0
51,TRANSFER,202887.77,C155466948,202887.77,0,C1368205157,0,0,1,0
51,CASH_OUT,202887.77,C1064820575,202887.77,0,C26411328,0,202887.77,1,0
51,TRANSFER,339275.64,C427722942,339275.64,0,C2116826462,0,0,1,0
51,CASH_OUT,339275.64,C433192438,339275.64,0,C1002469873,1481576.03,1820851.68,1,0
51,TRANSFER,115881.21,C836452372,115881.21,0,C1661320351,0,0,1,0
51,CASH_OUT,115881.21,C819461207,115881.21,0,C814886797,4774288.04,4890169.26,1,0
51,TRANSFER,1398946.33,C1560394123,1398946.33,0,C1393670189,0,0,1,0
51,CASH_OUT,1398946.33,C1269420432,1398946.33,0,C237977902,0,1398946.33,1,0
51,TRANSFER,1170282.92,C1948396559,1170282.92,0,C538567441,0,0,1,0
51,CASH_OUT,1170282.92,C555990868,1170282.92,0,C1318550066,173264.14,1343547.06,1,0
51,TRANSFER,567932.31,C710887172,567932.31,0,C2057229481,0,0,1,0
51,CASH_OUT,567932.31,C1373739020,567932.31,0,C1576761892,0,567932.31,1,0
51,TRANSFER,361460.79,C877036651,361460.79,0,C748208035,0,0,1,0
51,CASH_OUT,361460.79,C136533160,361460.79,0,C178151720,991487.78,1352948.57,1,0
52,TRANSFER,7484125.12,C1486116303,7484125.12,0,C398541118,0,0,1,0
52,CASH_OUT,7484125.12,C99129129,7484125.12,0,C1179262893,62896.23,7547021.36,1,0
52,TRANSFER,1093155.19,C84753955,1093155.19,0,C203085340,0,0,1,0
52,CASH_OUT,1093155.19,C395947070,1093155.19,0,C1747066716,1966451.64,3059606.83,1,0
52,TRANSFER,128426.58,C1842985263,128426.58,0,C840755462,0,0,1,0
52,CASH_OUT,128426.58,C742996578,128426.58,0,C11731793,0,128426.58,1,0
52,TRANSFER,969259.07,C806145630,969259.07,0,C1088026094,0,0,1,0
52,CASH_OUT,969259.07,C457586283,969259.07,0,C379384197,85723.45,1054982.52,1,0
53,TRANSFER,1631640.02,C443233087,1631640.02,0,C1597258791,0,0,1,0
53,CASH_OUT,1631640.02,C1732115289,1631640.02,0,C262978946,705298.87,2336938.89,1,0
53,TRANSFER,99139.27,C831891422,99139.27,0,C1984865103,0,0,1,0
53,CASH_OUT,99139.27,C457849577,99139.27,0,C253226648,28766.55,127905.82,1,0
53,TRANSFER,6215.44,C1484456052,6215.44,0,C1913346868,0,0,1,0
53,CASH_OUT,6215.44,C1351929617,6215.44,0,C842672981,191197.42,197412.85,1,0
53,TRANSFER,3640271.29,C1285761418,3640271.29,0,C2028641482,0,0,1,0
53,CASH_OUT,3640271.29,C108318597,3640271.29,0,C1038092429,6525.95,3646797.25,1,0
53,TRANSFER,931684.75,C101455775,931684.75,0,C1834538811,0,0,1,0
53,CASH_OUT,931684.75,C1888926728,931684.75,0,C1918631578,3608144.66,4539829.41,1,0
54,TRANSFER,1350574.58,C919766733,1350574.58,0,C623650025,0,0,1,0
54,CASH_OUT,1350574.58,C414078193,1350574.58,0,C907833742,2925591.98,4276166.57,1,0
54,TRANSFER,438224.6,C163085808,438224.6,0,C652285552,0,0,1,0
54,CASH_OUT,438224.6,C1238831225,438224.6,0,C296924123,320697.46,758922.05,1,0
55,TRANSFER,760625.76,C1611123412,760625.76,0,C1796277088,0,0,1,0
55,CASH_OUT,760625.76,C749159040,760625.76,0,C1749746216,128272.02,888897.78,1,0
55,TRANSFER,309254.05,C1323797959,309254.05,0,C986375360,0,0,1,0
55,CASH_OUT,309254.05,C906689307,309254.05,0,C1018466821,218535.44,527789.5,1,0
55,TRANSFER,283400.42,C1745208932,283400.42,0,C2118682140,0,0,1,0
55,CASH_OUT,283400.42,C2116041382,283400.42,0,C1772301094,2662439.92,2945840.34,1,0
55,TRANSFER,109028.8,C215685392,109028.8,0,C1679780828,0,0,1,0
55,CASH_OUT,109028.8,C1835596211,109028.8,0,C1502942700,674110.57,783139.37,1,0
55,TRANSFER,854550.85,C723006620,854550.85,0,C240791931,0,0,1,0
55,CASH_OUT,854550.85,C1410522707,854550.85,0,C880907246,186808.48,1041359.33,1,0
55,TRANSFER,167715.53,C5594712,167715.53,0,C69798076,0,0,1,0
55,CASH_OUT,167715.53,C710580864,167715.53,0,C349231889,492360.21,660075.73,1,0
56,TRANSFER,1932200.59,C1448304922,1932200.59,0,C1082976131,0,0,1,0
56,CASH_OUT,1932200.59,C1900295340,1932200.59,0,C2032646914,0,1932200.59,1,0
56,TRANSFER,829885.13,C633571752,829885.13,0,C22428002,0,0,1,0
56,CASH_OUT,829885.13,C1179900921,829885.13,0,C2021579766,1.33E+07,1.41E+07,1,0
56,TRANSFER,42789.93,C353411083,42789.93,0,C803277933,0,0,1,0
56,CASH_OUT,42789.93,C1799683256,42789.93,0,C2124012245,0,42789.93,1,0
56,TRANSFER,136562.78,C1391703729,136562.78,0,C1707583711,0,0,1,0
56,CASH_OUT,136562.78,C170337029,136562.78,0,C2005239245,21100.34,157663.12,1,0
56,TRANSFER,82767.31,C447204018,82767.31,0,C1405076025,0,0,1,0
56,CASH_OUT,82767.31,C1447707746,82767.31,0,C133385139,401173.22,483940.53,1,0
56,TRANSFER,2776135.33,C432219684,2776135.33,0,C926776113,0,0,1,0
56,CASH_OUT,2776135.33,C718213394,2776135.33,0,C1307403006,0,2776135.33,1,0
56,TRANSFER,4243468.19,C244956323,4243468.19,0,C1079262309,0,0,1,0
56,CASH_OUT,4243468.19,C175411270,4243468.19,0,C1082242132,698483.22,4941951.41,1,0
56,TRANSFER,530733.43,C176579882,530733.43,0,C1049193275,0,0,1,0
56,CASH_OUT,530733.43,C1486070505,530733.43,0,C1428831661,233066.99,763800.42,1,0
56,TRANSFER,325242.69,C464286204,325242.69,0,C1532660344,0,0,1,0
56,CASH_OUT,325242.69,C905192559,325242.69,0,C1676432811,910845.46,1236088.15,1,0
57,TRANSFER,157610.11,C207792334,157610.11,0,C912468991,0,0,1,0
57,CASH_OUT,157610.11,C1227085633,157610.11,0,C1712237759,949587.48,1107197.59,1,0
57,TRANSFER,354441.19,C829975560,354441.19,0,C157107660,0,0,1,0
57,CASH_OUT,354441.19,C633069844,354441.19,0,C1718989078,452296.45,806737.65,1,0
57,TRANSFER,1014816.16,C550185181,1014816.16,0,C1007032757,0,0,1,0
57,CASH_OUT,1014816.16,C1871778702,1014816.16,0,C2092796486,1417511.04,2432327.2,1,0
58,TRANSFER,246938.77,C1588962215,246938.77,0,C1667993735,0,0,1,0
58,CASH_OUT,246938.77,C1249676524,246938.77,0,C1822682019,0,246938.77,1,0
58,TRANSFER,561948.38,C856217790,561948.38,0,C1278181974,0,0,1,0
58,CASH_OUT,561948.38,C1424142386,561948.38,0,C248271098,30911.97,592860.35,1,0
58,TRANSFER,106673.26,C666474898,106673.26,0,C2119441360,0,0,1,0
58,CASH_OUT,106673.26,C160197221,106673.26,0,C431559844,0,106673.26,1,0
58,TRANSFER,6501303.14,C2083819202,6501303.14,0,C1581398768,0,0,1,0
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0,C1721246847,4439499.5,1.09E+07,1,0
58,TRANSFER,3156421.43,C1609180237,3156421.43,0,C1443408255,0,0,1,0
58,CASH_OUT,3156421.43,C597790533,3156421.43,0,C1365109989,181440.45,3337861.88,1,0
58,TRANSFER,1789155.73,C1979185568,1789155.73,0,C1873285106,0,0,1,0
58,CASH_OUT,1789155.73,C853148295,1789155.73,0,C439525493,2031388.61,3820544.34,1,0
58,TRANSFER,456745.18,C1016889565,456745.18,0,C1924324818,0,0,1,0
58,CASH_OUT,456745.18,C325643180,456745.18,0,C1138806458,0,456745.18,1,0
58,TRANSFER,7108914.22,C1494760088,7108914.22,0,C1835087777,0,0,1,0
58,CASH_OUT,7108914.22,C993318150,7108914.22,0,C73690456,0,7108914.22,1,0
58,TRANSFER,109525.67,C1677074645,109525.67,0,C408634115,0,0,1,0
58,CASH_OUT,109525.67,C924291724,109525.67,0,C1035427073,3997342.61,4106868.28,1,0
58,TRANSFER,378688.65,C801354252,378688.65,0,C388808912,0,0,1,0
58,CASH_OUT,378688.65,C851631639,378688.65,0,C1573752300,0,378688.65,1,0
59,TRANSFER,394388.09,C1625333778,394388.09,0,C940087282,0,0,1,0
59,CASH_OUT,394388.09,C1802030448,394388.09,0,C707965723,1260564.49,1654952.58,1,0
59,TRANSFER,3904257.51,C1648039979,3904257.51,0,C1502171587,0,0,1,0
59,CASH_OUT,3904257.51,C280132554,3904257.51,0,C858291954,0,3904257.51,1,0
59,TRANSFER,3857176.83,C1675721447,3857176.83,0,C892636220,0,0,1,0
59,CASH_OUT,3857176.83,C1585480308,3857176.83,0,C78663667,228541.62,4085718.45,1,0
59,TRANSFER,21174.45,C1690317775,21174.45,0,C1829927547,0,0,1,0
59,CASH_OUT,21174.45,C1739548854,21174.45,0,C240278716,31409.08,52583.53,1,0
59,TRANSFER,192765.49,C267452646,192765.49,0,C243306413,0,0,1,0
59,CASH_OUT,192765.49,C1429774414,192765.49,0,C764672612,3252407.57,3445173.06,1,0
59,TRANSFER,1011606.26,C813936493,1011606.26,0,C1382261132,0,0,1,0
59,CASH_OUT,1011606.26,C754293523,1011606.26,0,C1247187194,0,1011606.26,1,0
59,TRANSFER,2050727.81,C721700955,2050727.81,0,C1996747267,0,0,1,0
59,CASH_OUT,2050727.81,C992917413,2050727.81,0,C104038589,0,2050727.81,1,0
59,TRANSFER,9748.89,C385589098,9748.89,0,C1606057909,0,0,1,0
59,CASH_OUT,9748.89,C383165349,9748.89,0,C868497487,180869.12,190618.01,1,0
59,TRANSFER,44733.5,C521758644,44733.5,0,C1703221504,0,0,1,0
59,CASH_OUT,44733.5,C1363437677,44733.5,0,C1445811732,2534461.11,2579194.61,1,0
59,TRANSFER,1367340.03,C453950944,1367340.03,0,C1875884022,0,0,1,0
59,CASH_OUT,1367340.03,C954658479,1367340.03,0,C845870432,296833.6,1664173.63,1,0
60,TRANSFER,1026208.84,C1813387968,1026208.84,0,C106857650,0,0,1,0
60,CASH_OUT,1026208.84,C518197295,1026208.84,0,C1560262585,353447.51,1379656.35,1,0
60,TRANSFER,40486.25,C46706219,40486.25,0,C1894539182,0,0,1,0
60,CASH_OUT,40486.25,C1413149184,40486.25,0,C713338583,4716889.9,4757376.15,1,0
60,TRANSFER,89014.32,C1517105060,89014.32,0,C621322132,0,0,1,0
60,CASH_OUT,89014.32,C2128547053,89014.32,0,C2076906949,330651.68,419666,1,0
60,TRANSFER,45807.51,C958487787,45807.51,0,C218393296,0,0,1,0
60,CASH_OUT,45807.51,C981996349,45807.51,0,C1099066639,267824.05,313631.56,1,0
60,TRANSFER,742973.53,C153820103,742973.53,0,C1530694083,0,0,1,0
60,CASH_OUT,742973.53,C261473899,742973.53,0,C897961171,0,742973.53,1,0
60,TRANSFER,581421.85,C1021314422,581421.85,0,C2062695733,0,0,1,0
60,CASH_OUT,581421.85,C1175189548,581421.85,0,C340833561,407848.96,989270.81,1,0
61,TRANSFER,475368.94,C397354505,475368.94,0,C320276503,0,0,1,0
61,CASH_OUT,475368.94,C916986889,475368.94,0,C1738798142,1348026.73,1823395.67,1,0
61,TRANSFER,1735466.52,C182416415,1735466.52,0,C180492809,0,0,1,0
61,CASH_OUT,1735466.52,C319563760,1735466.52,0,C2133088178,0,1735466.52,1,0
61,TRANSFER,37720.99,C2113787126,37720.99,0,C2003052554,0,0,1,0
61,CASH_OUT,37720.99,C188991252,37720.99,0,C308006848,288804.07,326525.06,1,0
61,TRANSFER,1372301.24,C1544506396,1372301.24,0,C2060264943,0,0,1,0
61,CASH_OUT,1372301.24,C1024969195,1372301.24,0,C1809017437,0,1372301.24,1,0
61,TRANSFER,332138.32,C729983243,332138.32,0,C246124153,0,0,1,0
61,CASH_OUT,332138.32,C520847673,332138.32,0,C362089456,52021.34,384159.66,1,0
61,TRANSFER,55062.46,C960647528,55062.46,0,C1203056408,0,0,1,0
61,CASH_OUT,55062.46,C983142202,55062.46,0,C204026282,0,55062.46,1,0
61,TRANSFER,1155128.91,C74298259,1155128.91,0,C1317404545,0,0,1,0
61,CASH_OUT,1155128.91,C1202518126,1155128.91,0,C1162744412,0,1155128.91,1,0
62,TRANSFER,401529.35,C330207825,401529.35,0,C1825454306,0,0,1,0
62,CASH_OUT,401529.35,C570967174,401529.35,0,C1845869240,4162.42,405691.77,1,0
62,TRANSFER,722380.88,C1429215839,722380.88,0,C1401928307,0,0,1,0
62,CASH_OUT,722380.88,C207317063,722380.88,0,C1419788780,331969.08,1054349.95,1,0
62,TRANSFER,724414.43,C1803571079,724414.43,0,C1642306592,0,0,1,0
62,CASH_OUT,724414.43,C189532677,724414.43,0,C741569434,223853.38,948267.81,1,0
62,TRANSFER,407833.62,C1585122257,407833.62,0,C645113065,0,0,1,0
62,CASH_OUT,407833.62,C162879753,407833.62,0,C1818870755,0,407833.62,1,0
63,TRANSFER,148188.84,C1621152719,148188.84,0,C2001263601,0,0,1,0
63,CASH_OUT,148188.84,C198701564,148188.84,0,C492308077,194134.25,342323.08,1,0
63,TRANSFER,1693962.01,C279016627,1693962.01,0,C234112724,0,0,1,0
63,CASH_OUT,1693962.01,C1268276273,1693962.01,0,C959205237,98505.53,1792467.54,1,0
63,TRANSFER,14017.38,C156009552,14017.38,0,C2090793760,0,0,1,0
63,CASH_OUT,14017.38,C1076609671,14017.38,0,C1903932056,0,14017.38,1,0
63,TRANSFER,197226.65,C1538536157,197226.65,0,C1896614473,0,0,1,0
63,CASH_OUT,197226.65,C1388614734,197226.65,0,C693288034,0,197226.65,1,0
64,TRANSFER,31574.65,C1061680194,31574.65,0,C2009518683,0,0,1,0
64,CASH_OUT,31574.65,C568731351,31574.65,0,C329030670,199385.83,230960.48,1,0
64,TRANSFER,37796.75,C1530845932,37796.75,0,C2125159934,0,0,1,0
64,CASH_OUT,37796.75,C758006561,37796.75,0,C2079728909,211905.39,249702.14,1,0
64,TRANSFER,17051.69,C759912226,17051.69,0,C287309829,0,0,1,0
64,CASH_OUT,17051.69,C1032527042,17051.69,0,C317596259,289129.2,306180.89,1,0
64,TRANSFER,960306.85,C273631269,960306.85,0,C1035103148,0,0,1,0
64,CASH_OUT,960306.85,C1336358470,960306.85,0,C89588966,0,960306.85,1,0
64,TRANSFER,3097121.75,C941791959,3097121.75,0,C1945517835,0,0,1,0
64,CASH_OUT,3097121.75,C1563094045,3097121.75,0,C1677375515,0,3097121.75,1,0
64,TRANSFER,436317.49,C927898109,436317.49,0,C542075780,0,0,1,0
64,CASH_OUT,436317.49,C1101896788,436317.49,0,C641861955,195948.3,632265.79,1,0
64,TRANSFER,104957.85,C1844789908,104957.85,0,C2049190094,0,0,1,0
64,CASH_OUT,104957.85,C1731531059,104957.85,0,C621663353,29237.79,134195.64,1,0
64,TRANSFER,841052.98,C1837436553,841052.98,0,C611839321,0,0,1,0
64,CASH_OUT,841052.98,C1776675634,841052.98,0,C1757751807,0,841052.98,1,0
64,TRANSFER,1814483.97,C1198248537,1814483.97,0,C29406343,0,0,1,0
64,CASH_OUT,1814483.97,C1694539503,1814483.97,0,C1906797318,0,1814483.97,1,0
65,TRANSFER,701168.78,C1422133318,701168.78,0,C548676992,0,0,1,0
65,CASH_OUT,701168.78,C1795901064,701168.78,0,C1652576276,841462.58,1542631.35,1,0
65,TRANSFER,446032.95,C1116093088,446032.95,0,C506992553,0,0,1,0
65,CASH_OUT,446032.95,C289101217,446032.95,0,C514505298,205977.41,652010.36,1,0
65,TRANSFER,385556.82,C1699346936,385556.82,0,C27494611,0,0,1,0
65,CASH_OUT,385556.82,C1422380255,385556.82,0,C947026739,60032.11,445588.93,1,0
65,TRANSFER,3760068.04,C661110749,3760068.04,0,C90361142,0,0,1,0
65,CASH_OUT,3760068.04,C1824157901,3760068.04,0,C675598051,622555.65,4382623.69,1,0
65,TRANSFER,1282971.57,C1175896731,1282971.57,0,C1714931087,0,0,1,0
65,CASH_OUT,1282971.57,C744316850,1282971.57,0,C1365960800,392604.6,1675576.17,1,0
65,TRANSFER,881811.11,C920552627,881811.11,0,C1105243161,0,0,1,0
65,CASH_OUT,881811.11,C157136573,881811.11,0,C882992570,141736.75,1023547.85,1,0
65,TRANSFER,174923.28,C2041556759,174923.28,0,C1497527382,0,0,1,0
65,CASH_OUT,174923.28,C1061805919,174923.28,0,C1217320472,0,174923.28,1,0
65,TRANSFER,403975.39,C2112892697,403975.39,0,C1785871119,0,0,1,0
65,CASH_OUT,403975.39,C435979844,403975.39,0,C29687546,0,403975.39,1,0
65,TRANSFER,126690.14,C498025851,126690.14,0,C892311426,0,0,1,0
65,CASH_OUT,126690.14,C1827521206,126690.14,0,C1015650621,353834.29,480524.43,1,0
65,TRANSFER,215.83,C270115029,215.83,0,C1574358644,0,0,1,0
65,CASH_OUT,215.83,C1831520820,215.83,0,C331175512,3563442.24,3563658.07,1,0
66,TRANSFER,548269.98,C172609143,548269.98,0,C106756368,0,0,1,0
66,CASH_OUT,548269.98,C145966586,548269.98,0,C979594589,0,548269.98,1,0
66,TRANSFER,150405.2,C1433490225,150405.2,0,C1414864266,0,0,1,0
66,CASH_OUT,150405.2,C1857116353,150405.2,0,C690687822,170707.62,321112.82,1,0
66,TRANSFER,813133.35,C718215446,813133.35,0,C1200993280,0,0,1,0
66,CASH_OUT,813133.35,C952177952,813133.35,0,C884699340,0,813133.35,1,0
66,TRANSFER,2096634.43,C1735799250,2096634.43,0,C106378482,0,0,1,0
66,CASH_OUT,2096634.43,C65342125,2096634.43,0,C282355647,183429.98,2280064.41,1,0
66,TRANSFER,272791.44,C476640492,272791.44,0,C1370530926,0,0,1,0
66,CASH_OUT,272791.44,C1671353324,272791.44,0,C1524911570,715267.02,988058.46,1,0
66,TRANSFER,7169129.94,C1016521533,7169129.94,0,C475877892,0,0,1,0
66,CASH_OUT,7169129.94,C877157675,7169129.94,0,C357180483,0,7169129.94,1,0
66,TRANSFER,107188.41,C1876689114,107188.41,0,C1824138036,0,0,1,0
66,CASH_OUT,107188.41,C2059976574,107188.41,0,C1021456304,696135.43,803323.83,1,0
66,TRANSFER,3444943.59,C1900819473,3444943.59,0,C526266879,0,0,1,0
66,CASH_OUT,3444943.59,C127639062,3444943.59,0,C1426710143,217174.65,3662118.24,1,0
66,TRANSFER,126715.84,C147756271,126715.84,0,C650234869,0,0,1,0
66,CASH_OUT,126715.84,C935524807,126715.84,0,C1309332634,273157.93,399873.77,1,0
66,TRANSFER,4631432.03,C658423698,4631432.03,0,C329899379,0,0,1,0
66,CASH_OUT,4631432.03,C2089741901,4631432.03,0,C434503423,122727.22,4754159.25,1,0
66,TRANSFER,2322909.69,C1795295,2322909.69,0,C658604431,0,0,1,0
66,CASH_OUT,2322909.69,C548911578,2322909.69,0,C1075176822,875613.05,3198522.74,1,0
66,TRANSFER,79441.66,C1915179121,79441.66,0,C36534041,0,0,1,0
66,CASH_OUT,79441.66,C2043684094,79441.66,0,C795372753,2051790.44,2131232.1,1,0
67,TRANSFER,1028326.5,C582388359,1028326.5,0,C641615589,0,0,1,0
67,CASH_OUT,1028326.5,C1062379106,1028326.5,0,C1316357800,0,1028326.5,1,0
67,TRANSFER,42513.08,C2009003297,42513.08,0,C1459842129,0,0,1,0
67,CASH_OUT,42513.08,C263309564,42513.08,0,C1511183581,0,42513.08,1,0
67,TRANSFER,106460.7,C432380223,106460.7,0,C1583623584,0,0,1,0
67,CASH_OUT,106460.7,C844080619,106460.7,0,C597435768,1414263.15,1520723.84,1,0
68,TRANSFER,915266.65,C1936471789,915266.65,0,C844650878,0,0,1,0
68,CASH_OUT,915266.65,C347823837,915266.65,0,C535285535,2415414.35,3330681,1,0
68,TRANSFER,5800988.12,C1770441952,5800988.12,0,C1228502814,0,0,1,0
68,CASH_OUT,5800988.12,C1232837961,5800988.12,0,C1664538299,0,5800988.12,1,0
68,TRANSFER,1858515.57,C1530003925,1858515.57,0,C1195646619,0,0,1,0
68,CASH_OUT,1858515.57,C355594712,1858515.57,0,C1163824069,887595.71,2746111.29,1,0
68,TRANSFER,3512572.72,C1585059557,3512572.72,0,C1250942546,0,0,1,0
68,CASH_OUT,3512572.72,C451243683,3512572.72,0,C958253769,111846.62,3624419.34,1,0
68,TRANSFER,374178.28,C486342629,374178.28,0,C249139572,0,0,1,0
68,CASH_OUT,374178.28,C712970778,374178.28,0,C44247024,616364.57,990542.85,1,0
68,TRANSFER,2026529.56,C607970446,2026529.56,0,C1306842666,0,0,1,0
68,CASH_OUT,2026529.56,C354227932,2026529.56,0,C467042735,511526.05,2538055.62,1,0
68,TRANSFER,13890.42,C1860550733,13890.42,0,C731457880,0,0,1,0
68,CASH_OUT,13890.42,C1020850249,13890.42,0,C381876590,0,13890.42,1,0
68,TRANSFER,281743.12,C2139323336,281743.12,0,C1787061281,0,0,1,0
68,CASH_OUT,281743.12,C47524114,281743.12,0,C645628840,158099.98,439843.09,1,0
68,TRANSFER,157494.6,C1123186349,157494.6,0,C1729475937,0,0,1,0
68,CASH_OUT,157494.6,C961780738,157494.6,0,C1786351253,509029.31,666523.92,1,0
69,TRANSFER,19776.71,C1567288795,19776.71,0,C1978402788,0,0,1,0
69,CASH_OUT,19776.71,C1994183389,19776.71,0,C366927459,1138941.53,1158718.24,1,0
69,TRANSFER,271731.05,C659199413,271731.05,0,C1444079719,0,0,1,0
69,CASH_OUT,271731.05,C48017106,271731.05,0,C1750307657,0,271731.05,1,0
